1000 47978
47 794 28
47 820 10
47 833 22
47 840 45
47 866 10
47 883 53
47 898 29
47 930 39
47 947 59
47 951 41
47 971 51
47 980 25
47 981 51
48 58 49
48 62 24
48 135 43
48 144 10
48 152 45
48 162 37
48 176 38
48 203 30
48 224 20
48 229 28
48 233 39
48 240 45
48 243 37
48 297 22
48 320 13
48 359 4
48 360 17
48 376 44
48 386 15
48 433 51
48 448 9
48 452 41
48 459 23
48 481 1
48 484 48
48 489 46
48 490 22
48 496 22
48 516 44
48 534 16
48 541 14
48 550 42
48 554 37
48 569 37
48 572 40
48 581 23
48 611 25
48 620 24
48 666 29
48 688 11
48 716 44
48 790 38
48 823 30
48 849 54
48 871 29
48 874 23
48 927 45
48 957 37
48 958 29
48 960 46
48 986 44
48 994 57
49 10 39
49 19 22
49 61 3
49 69 30
49 73 24
49 89 50
49 90 19
49 96 25
49 99 17
49 130 21
49 141 20
49 160 24
49 163 22
49 186 25
49 198 41
49 207 39
49 211 36
49 221 27
49 228 31
49 230 28
49 239 7
49 260 39
49 309 40
49 323 46
49 324 13
49 341 43
49 343 13
49 373 11
49 407 28
49 419 3
49 435 1
49 447 45
49 491 26
49 513 0
49 523 20
49 525 9
49 528 39
49 561 57
49 595 42
49 600 24
49 608 31
49 643 38
49 677 42
49 800 47
49 835 15
49 841 32
49 851 50
49 866 14
49 876 9
49 877 44
49 908 44
49 944 34
49 948 53
49 949 33
49 950 32
49 963 25
49 982 35
49 996 30
50 43 33
50 75 18
50 91 32
50 132 37
50 153 35
50 167 1
50 180 0
50 192 33
50 245 15
50 267 25
50 280 46
50 292 46
50 314 5
50 319 39
50 323 10
50 328 32
50 350 24
50 355 33
50 391 35
50 392 25
50 407 8
50 412 22
50 429 8
50 463 44
50 464 8
50 479 19
50 489 22
50 495 21
50 496 30
50 540 36
50 543 12
50 563 52
50 567 22
50 596 2
50 613 32
50 628 3
50 640 15
50 654 5
50 689 23
50 700 54
50 704 45
50 728 46
50 746 8
50 754 17
50 760 54
50 779 52
50 809 12
50 825 5
50 855 26
50 864 44
50 868 5
50 994 36
51 38 4
51 118 0
51 131 29
51 133 25
51 177 27
51 185 11
51 190 40
51 203 19
51 206 27
51 251 39
51 261 24
51 270 0
51 285 34
51 309 22
51 322 29
51 368 33
51 377 13
51 507 44
51 568 39
51 622 48
51 648 43
51 651 42
51 655 5
51 689 46
51 726 0
51 729 27
51 734 25
51 741 22
51 747 15
51 788 15
51 792 28
51 802 19
51 817 43
51 845 9
51 876 9
51 914 29
51 934 31
51 974 47
51 978 49
51 979 54
51 981 2
51 992 20
52 11 34
52 38 40
52 69 19
52 71 1
52 73 31
52 96 23
52 112 16
52 127 28
52 163 45
52 173 5
52 175 21
52 223 44
52 227 4
52 238 37
52 241 31
52 252 19
52 263 52
52 280 33
52 285 5
52 293 35
52 310 15
52 326 29
52 372 26
52 397 0
52 430 46
52 433 52
52 446 9
52 509 43
52 516 9
52 519 9
52 539 15
52 544 48
52 574 2
52 583 24
52 638 18
52 726 21
52 741 6
52 769 8
52 781 11
52 788 23
52 803 22
52 879 29
52 890 41
52 894 21
52 899 3
52 904 36
52 938 6
52 944 13
52 950 52
52 988 11
52 996 24
53 20 48
53 26 32
53 38 0
53 123 15
53 144 17
53 156 16
53 190 15
53 192 38
53 222 32
53 230 51
53 249 54
53 269 33
53 285 45
53 298 46
53 337 36
53 342 26
53 391 27
53 413 15
53 414 41
53 446 32
53 449 27
53 453 23
53 455 1
53 466 26
53 469 14
53 476 6
53 482 47
53 512 47
53 529 51
53 532 8
53 536 52
53 537 30
53 582 28
53 596 0
53 651 14
53 659 18
53 676 18
53 701 4
53 704 36
53 764 9
53 775 40
53 794 33
53 856 29
53 868 15
53 876 19
53 880 14
53 883 52
53 902 38
53 929 54
53 958 27
53 967 40
53 990 44
53 991 22
53 994 51
54 33 26
54 39 42
54 56 2
54 71 4
54 74 48
54 106 15
54 113 41
54 122 25
54 130 41
54 142 29
54 172 42
54 185 26
54 210 25
54 214 38
54 220 47
54 241 27
54 280 42
54 293 28
54 310 12
54 311 30
54 316 0
54 372 5
54 387 5
54 390 23
54 422 0
54 428 35
54 459 50
54 521 18
54 523 34
54 543 10
54 545 48
54 586 1
54 591 22
54 611 18
54 616 19
54 619 19
54 636 19
54 692 36
54 712 9
54 723 14
54 783 25
54 789 6
54 871 29
54 877 41
54 914 0
54 922 16
54 934 10
54 938 42
55 3 7
55 12 36
55 56 0
55 65 8
55 123 27
55 139 0
55 144 17
55 151 34
55 184 7
55 271 44
55 288 39
55 291 39
55 293 38
55 332 38
55 343 38
55 385 0
55 402 30
55 408 14
55 413 50
55 439 9
55 460 16
55 461 6
55 480 11
55 481 7
55 486 19
55 520 2
55 537 3
55 559 15
55 615 7
55 639 2
55 689 26
55 703 25
55 728 20
55 729 38
55 739 22
55 806 44
55 827 19
55 831 46
55 845 45
55 849 14
55 883 16
55 885 45
55 894 27
55 903 3
55 904 42
55 945 48
55 963 36
55 977 49
55 980 38
56 62 7
56 69 28
56 85 15
56 97 8
56 125 33
56 127 9
56 148 4
56 161 29
56 213 11
56 240 14
56 275 20
56 289 4
56 345 1
56 380 45
56 382 44
56 414 39
56 431 29
56 433 19
56 441 3
56 487 16
56 497 15
56 554 18
56 558 2
56 578 43
56 607 4
56 617 1
56 654 19
56 655 39
56 669 16
56 683 17
56 689 23
56 695 38
56 696 26
56 705 4
56 712 26
56 723 21
56 727 5
56 752 42
56 788 53
56 807 5
56 815 37
56 849 12
56 869 48
56 930 40
56 931 31
56 934 24
56 939 47
56 943 16
56 945 14
56 958 3
56 968 20
56 994 45
57 3 2
57 26 6
57 30 42
57 46 48
57 88 4
57 132 42
57 137 45
57 207 14
57 208 37
57 263 29
57 264 30
57 271 8
57 297 32
57 321 28
57 339 36
57 361 48
57 374 16
57 386 9
57 389 25
57 398 31
57 461 13
57 484 23
57 503 6
57 511 33
57 523 0
57 564 16
57 584 36
57 606 28
57 609 49
57 620 46
57 674 47
57 678 25
57 688 21
57 747 54
57 751 47
57 789 45
57 791 4
57 813 43
57 863 27
57 906 12
57 924 27
57 945 16
57 965 39
57 969 8
58 35 36
58 48 0
58 57 32
58 64 26
58 76 24
58 103 1
58 112 21
58 113 43
58 116 16
58 125 44
58 127 44
58 130 46
58 182 0
58 190 44
58 200 39
58 210 0
58 215 1
58 236 6
58 256 17
58 291 6
58 303 47
58 308 19
58 315 13
58 328 37
58 362 17
58 387 25
58 390 24
58 396 39
58 402 48
58 476 20
58 499 48
58 551 13
58 588 35
58 611 11
58 656 32
58 690 16
58 704 15
58 715 34
58 730 48
58 772 35
58 795 59
58 827 21
58 856 3
58 864 40
58 869 20
58 912 40
58 913 8
58 927 39
58 930 25
58 952 14
59 17 50
59 29 43
59 33 50
59 38 21
59 68 54
59 107 56
59 121 53
59 142 3
59 157 45
59 158 33
59 240 12
59 255 6
59 256 2
59 263 6
59 308 25
59 320 18
59 339 7
59 349 5
59 357 20
59 402 4
59 408 23
59 476 34
59 498 32
59 524 12
59 535 58
59 536 17
59 553 51
59 590 52
59 592 38
59 594 49
59 595 16
59 610 11
59 620 10
59 622 31
59 630 20
59 646 40
59 652 60
59 664 5
59 692 35
59 743 39
59 771 34
59 785 48
59 805 26
59 826 11
59 831 30
59 865 26
59 883 30
59 893 23
59 942 11
59 945 54
59 951 14
59 953 31
59 977 14
59 978 19
60 59 11
60 104 4
60 139 32
60 175 43
60 210 4
60 269 5
60 315 36
60 319 31
60 326 5
60 356 27
60 375 3
60 404 7
60 414 2
60 415 0
60 464 23
60 487 4
60 505 12
60 555 4
60 561 30
60 600 26
60 602 24
60 724 43
60 738 3
60 742 40
60 749 7
60 772 5
60 775 51
60 784 7
60 805 18
60 814 6
60 815 12
60 821 46
60 846 20
60 865 27
60 869 46
60 878 46
60 894 35
60 948 41
60 986 55
61 10 27
61 12 49
61 45 33
61 55 17
61 104 45
61 121 25
61 162 23
61 187 39
61 201 31
61 209 33
61 231 37
61 233 8
61 246 47
61 256 33
61 268 18
61 280 0
61 286 41
61 305 12
61 313 23
61 340 45
61 350 39
61 377 31
61 402 7
61 421 47
61 441 28
61 443 37
61 466 15
61 471 45
61 473 45
61 492 46
61 504 17
61 511 30
61 534 27
61 537 24
61 549 28
61 557 4
61 567 49
61 606 27
61 616 11
61 627 9
61 631 29
61 640 30
61 663 31
61 697 0
61 715 52
61 722 7
61 743 18
61 746 14
61 773 8
61 779 14
61 806 50
61 811 7
61 824 13
61 836 23
61 862 21
61 868 12
61 872 52
61 876 21
61 881 58
61 904 62
61 914 14
61 968 44
61 985 51
62 3 47
62 9 28
62 14 46
62 34 8
62 36 21
62 44 13
62 100 47
62 113 27
62 127 16
62 138 28
62 146 17
62 167 29
62 169 40
62 174 41
62 191 41
62 227 0
62 253 11
62 261 51
62 263 5
62 299 36
62 354 21
62 386 3
62 441 17
62 487 41
62 491 1
62 495 24
62 516 19
62 526 13
62 548 32
62 608 42
62 609 53
62 627 23
62 668 34
62 686 29
62 708 15
62 712 13
62 716 36
62 722 25
62 724 3
62 741 22
62 778 4
62 844 21
62 881 33
62 886 30
62 921 34
62 940 44
62 946 15
62 963 38
62 969 57
62 971 37
62 972 46
62 1000 26
63 4 32
63 25 5
63 60 9
63 82 32
63 101 2
63 114 34
63 122 15
63 132 13
63 134 18
63 150 44
63 161 26
63 192 34
63 202 0
63 215 17
63 222 41
63 225 0
63 238 37
63 256 6
63 265 39
63 283 4
63 286 18
63 298 9
63 332 42
63 342 50
63 353 50
63 358 51
63 369 50
63 389 8
63 406 11
63 410 17
63 421 34
63 427 5
63 483 48
63 488 34
63 527 25
63 545 22
63 585 15
63 617 47
63 626 34
63 627 38
63 640 11
63 669 50
63 715 39
63 717 40
63 724 51
63 739 60
63 744 19
63 750 40
63 751 37
63 754 47
63 777 41
63 792 22
63 798 17
63 800 34
63 869 41
63 882 54
63 892 14
63 916 20
63 941 16
64 24 10
64 32 46
64 47 10
64 60 29
64 65 44
64 79 6
64 81 4
64 89 36
64 123 37
64 139 5
64 147 7
64 193 5
64 201 39
64 228 2
64 267 18
64 270 15
64 291 26
64 294 22
64 314 6
64 356 32
64 359 24
64 362 7
64 364 4
64 458 23
64 460 49
64 474 32
64 509 41
64 510 0
64 523 42
64 537 1
64 542 43
64 558 32
64 566 54
64 567 6
64 586 0
64 624 37
64 628 19
64 652 41
64 673 51
64 739 15
64 750 32
64 752 23
64 758 42
64 803 55
64 840 12
64 895 59
64 913 35
64 942 33
64 976 51
64 982 46
64 984 34
65 6 32
65 28 51
65 49 6
65 64 2
65 69 10
65 126 48
65 136 43
65 142 39
65 154 51
65 162 36
65 164 12
65 183 44
65 188 26
65 227 45
65 258 49
65 266 12
65 283 5
65 321 8
65 326 12
65 329 37
65 330 25
65 338 22
65 358 30
65 363 0
65 367 29
65 386 49
65 407 7
65 452 1
65 488 26
65 558 15
65 563 39
65 567 55
65 578 49
65 599 22
65 632 57
65 644 20
65 651 49
65 680 20
65 712 27
65 717 24
65 751 26
65 755 33
65 790 41
65 799 20
65 840 57
65 867 22
65 900 31
65 944 13
65 959 40
65 969 37
65 972 25
65 975 21
66 7 8
66 9 15
66 42 53
66 52 14
66 79 2
66 164 17
66 190 18
66 193 23
66 210 44
66 211 29
66 215 0
66 216 10
66 253 27
66 271 28
66 287 28
66 298 17
66 367 20
66 378 8
66 385 55
66 419 7
66 471 35
66 487 4
66 509 16
66 531 7
66 535 56
66 605 41
66 629 54
66 714 54
66 738 27
66 748 40
66 766 18
66 796 49
66 816 31
66 819 12
66 836 35
66 848 44
66 871 52
66 875 7
66 879 54
66 898 21
66 929 60
66 933 16
66 946 41
66 963 42
66 978 9
67 3 21
67 38 12
67 59 24
67 104 3
67 120 8
67 162 20
67 196 24
67 266 45
67 274 29
67 275 0
67 284 1
67 286 2
67 292 24
67 297 48
67 370 26
67 382 0
67 388 10
67 397 28
67 399 10
67 402 50
67 423 11
67 424 53
67 442 24
67 448 45
67 500 57
67 509 31
67 547 36
67 574 9
67 670 15
67 688 10
67 704 38
67 718 1
67 739 31
67 742 19
67 753 41
67 760 52
67 764 35
67 778 31
67 785 21
67 793 43
67 846 9
67 849 41
67 869 41
67 871 42
67 872 59
67 892 29
67 956 48
68 34 38
68 103 2
68 122 37
68 131 31
68 138 40
68 150 13
68 157 8
68 174 16
68 188 47
68 191 43
68 200 18
68 220 49
68 255 14
68 279 42
68 300 26
68 352 38
68 377 22
68 392 41
68 402 38
68 447 52
68 449 36
68 480 8
68 483 25
68 494 34
68 529 37
68 547 30
68 570 47
68 618 4
68 622 3
68 626 23
68 632 14
68 638 9
68 653 52
68 657 49
68 672 25
68 702 52
68 704 5
68 710 0
68 717 29
68 729 42
68 733 51
68 739 22
68 760 39
68 767 36
68 784 16
68 797 2
68 801 28
68 806 9
68 810 56
68 812 30
68 859 57
68 870 25
68 871 47
68 884 55
68 891 19
68 954 19
68 975 36
68 991 13
69 2 37
69 10 22
69 73 3
69 75 53
69 92 10
69 95 7
69 175 0
69 210 49
69 217 29
69 256 38
69 260 16
69 308 44
69 309 33
69 312 31
69 313 2
69 324 47
69 335 40
69 340 21
69 343 33
69 346 38
69 357 48
69 361 35
69 404 9
69 420 21
69 423 25
69 435 22
69 438 14
69 439 39
69 469 8
69 476 33
69 477 51
69 481 24
69 519 13
69 555 17
69 566 26
69 624 39
69 637 48
69 646 30
69 670 28
69 692 29
69 699 30
69 702 61
69 726 18
69 761 42
69 784 30
69 785 46
69 786 35
69 798 34
69 807 22
69 855 28
69 858 24
69 881 41
69 885 52
69 899 60
69 948 47
70 9 36
70 11 40
70 22 1
70 39 14
70 60 31
70 78 27
70 80 28
70 105 14
70 118 43
70 165 20
70 169 7
70 187 45
70 193 14
70 208 3
70 220 0
70 275 11
70 323 34
70 337 22
70 344 35
70 363 10
70 422 21
70 430 49
70 439 4
70 446 11
70 449 36
70 467 41
70 528 17
70 531 13
70 554 5
70 562 30
70 568 14
70 571 3
70 575 22
70 622 30
70 629 47
70 705 50
70 791 34
70 796 32
70 814 7
70 856 38
70 870 54
70 903 22
70 974 55
71 19 12
71 21 24
71 70 14
71 94 19
71 102 10
71 121 43
71 123 41
71 141 3
71 183 39
71 189 14
71 253 0
71 267 41
71 298 0
71 305 14
71 320 19
71 332 6
71 366 32
71 373 50
71 382 24
71 387 5
71 434 0
71 456 7
71 492 28
71 499 33
71 536 41
71 541 43
71 549 46
71 558 28
71 565 11
71 573 53
71 628 0
71 644 16
71 674 21
71 711 23
71 742 54
71 744 11
71 755 44
71 825 1
71 829 42
71 830 36
71 867 9
71 904 26
71 914 16
71 945 10
72 4 11
72 8 25
72 89 8
72 100 46
72 122 28
72 138 19
72 166 2
72 169 29
72 171 12
72 174 21
72 184 25
72 212 36
72 311 29
72 329 35
72 331 10
72 352 44
72 371 47
72 404 36
72 406 17
72 449 6
72 464 35
72 473 43
72 497 4
72 526 2
72 534 36
72 540 30
72 559 27
72 577 4
72 594 33
72 618 8
72 629 49
72 657 0
72 693 16
72 696 25
72 733 30
72 744 38
72 763 2
72 797 2
72 801 23
72 818 10
72 831 12
72 843 5
72 857 21
72 872 44
72 875 35
72 886 29
72 901 25
72 903 16
72 921 36
72 977 4
72 980 40
72 986 46
72 988 51
72 996 53
73 8 20
73 82 43
73 88 0
73 191 42
73 193 20
73 204 11
73 220 1
73 273 54
73 275 4
73 289 26
73 337 50
73 338 39
73 348 49
73 353 35
73 374 25
73 389 14
73 422 50
73 439 7
73 451 21
73 454 55
73 504 4
73 578 42
73 593 20
73 599 15
73 657 4
73 708 55
73 724 5
73 737 52
73 790 15
73 804 55
73 815 42
73 917 37
73 975 10
74 17 2
74 49 49
74 63 36
74 77 49
74 82 42
74 87 36
74 93 34
74 109 47
74 130 11
74 131 2
74 132 29
74 140 34
74 141 20
74 206 23
74 219 38
74 240 0
74 247 33
74 266 26
74 279 31
74 287 12
74 311 17
74 335 44
74 339 4
74 352 0
74 377 30
74 393 36
74 396 48
74 461 10
74 464 34
74 481 25
74 534 12
74 540 44
74 541 46
74 557 27
74 591 34
74 622 34
74 625 17
74 647 25
74 648 11
74 659 7
74 691 9
74 704 3
74 726 36
74 801 1
74 809 17
74 850 12
74 863 47
74 865 8
74 867 33
74 870 38
74 873 23
74 896 31
74 935 10
74 999 34
75 28 18
75 35 18
75 46 0
75 57 11
75 72 34
75 77 17
75 122 15
75 126 46
75 153 38
75 154 14
75 173 3
75 181 0
75 197 30
75 231 10
75 233 7
75 235 36
75 268 17
75 274 11
75 310 40
75 311 44
75 327 25
75 358 11
75 372 20
75 426 8
75 436 16
75 447 40
75 456 11
75 481 35
75 484 49
75 524 32
75 528 13
75 533 22
75 596 20
75 607 5
75 617 12
75 627 21
75 681 4
75 687 14
75 732 27
75 776 0
75 780 2
75 787 49
75 795 35
75 807 43
75 826 40
75 849 34
75 857 35
75 860 34
75 873 42
75 918 21
75 935 11
75 959 18
75 970 47
75 971 8
76 31 14
76 47 3
76 56 28
76 80 18
76 161 22
76 173 6
76 192 17
76 200 0
76 262 31
76 291 48
76 306 42
76 385 10
76 399 40
76 408 51
76 411 9
76 449 16
76 473 5
76 518 20
76 567 16
76 575 9
76 653 29
76 732 50
76 738 3
76 744 15
76 756 11
76 763 23
76 764 10
76 773 19
76 800 23
76 832 30
76 843 12
76 845 9
76 894 11
76 913 34
76 952 50
76 968 15
76 982 13
76 985 55
76 999 25
77 33 4
77 37 32
77 38 46
77 39 0
77 48 37
77 54 2
77 68 24
77 88 5
77 96 33
77 122 50
77 144 34
77 153 13
77 172 30
77 190 6
77 352 48
77 361 3
77 363 23
77 412 4
77 439 41
77 453 29
77 456 17
77 518 33
77 530 14
77 549 36
77 582 9
77 591 24
77 596 47
77 642 46
77 669 50
77 678 21
77 724 38
77 774 11
77 779 12
77 782 4
77 784 6
77 831 26
77 839 36
77 846 24
77 848 46
77 861 8
77 882 20
77 886 53
77 899 23
77 917 40
77 922 42
77 924 25
77 953 53
77 954 14
77 982 56
77 985 42
78 4 10
78 35 21
78 224 33
78 334 34
78 362 15
78 368 2
78 376 3
78 431 18
78 432 31
78 440 45
78 500 46
78 541 49
78 543 11
78 547 19
78 574 8
78 590 9
78 620 38
78 706 38
78 715 40
78 716 11
78 721 42
78 772 50
78 786 7
78 788 55
78 789 32
78 808 40
78 832 13
78 856 47
78 887 34
78 897 8
78 899 53
78 908 41
78 922 13
78 948 33
78 968 10
78 976 23
78 979 23
79 5 27
79 24 28
79 25 18
79 71 30
79 73 2
79 78 37
79 107 6
79 108 49
79 113 47
79 123 12
79 154 35
79 173 19
79 186 35
79 190 5
79 225 27
79 232 43
79 244 49
79 307 0
79 308 29
79 313 43
79 316 37
79 318 22
79 339 34
79 377 0
79 460 52
79 466 18
79 503 42
79 517 51
79 548 32
79 639 13
79 658 50
79 665 34
79 695 11
79 696 5
79 698 31
79 738 39
79 745 1
79 763 46
79 768 13
79 813 22
79 815 22
79 828 40
79 850 18
79 853 33
79 863 26
79 870 23
79 885 7
79 925 25
79 970 50
79 981 13
80 88 34
80 94 23
80 112 10
80 123 29
80 128 25
80 179 3
80 205 39
80 243 48
80 282 51
80 298 5
80 310 43
80 317 35
80 319 0
80 330 10
80 349 42
80 359 16
80 360 37
80 394 36
80 399 41
80 402 13
80 423 54
80 434 31
80 474 50
80 477 2
80 488 15
80 517 10
80 546 5
80 581 41
80 608 42
80 629 14
80 631 14
80 650 30
80 693 41
80 729 35
80 749 32
80 754 39
80 762 46
80 772 25
80 876 53
80 879 9
80 884 22
80 887 31
80 972 35
80 973 54
80 998 24
81 15 40
81 35 0
81 41 10
81 147 10
81 162 31
81 178 16
81 226 23
81 347 23
81 357 38
81 358 21
81 372 18
81 388 43
81 402 8
81 408 11
81 479 28
81 516 23
81 522 29
81 523 22
81 548 24
81 637 40
81 657 38
81 665 16
81 732 18
81 761 45
81 775 21
81 795 20
81 806 12
81 841 5
81 856 42
81 891 21
81 892 8
81 911 35
82 1 41
82 7 45
82 34 38
82 46 25
82 64 6
82 68 49
82 109 30
82 140 46
82 187 40
82 195 37
82 206 30
82 212 10
82 230 24
82 233 0
82 352 13
82 375 10
82 410 11
82 446 54
82 466 21
82 481 26
82 485 9
82 495 53
82 513 35
82 635 33
82 672 17
82 675 6
82 707 46
82 724 23
82 737 19
82 750 8
82 804 8
82 805 52
82 813 55
82 888 15
82 927 28
82 981 15
83 66 41
83 67 12
83 81 20
83 141 48
83 144 54
83 150 34
83 152 18
83 165 30
83 172 23
83 187 37
83 249 22
83 256 11
83 281 44
83 286 12
83 303 2
83 317 0
83 349 28
83 353 22
83 429 42
83 443 21
83 452 46
83 454 22
83 469 38
83 473 41
83 492 20
83 499 29
83 504 20
83 551 32
83 585 18
83 627 31
83 651 55
83 677 31
83 715 15
83 720 58
83 736 25
83 874 50
83 963 16
84 9 0
84 23 8
84 40 10
84 55 53
84 63 7
84 99 32
84 126 6
84 144 23
84 152 43
84 164 0
84 197 25
84 207 4
84 218 25
84 249 6
84 254 4
84 255 29
84 269 22
84 300 8
84 307 23
84 308 14
84 322 4
84 326 14
84 356 24
84 358 37
84 368 3
84 425 2
84 445 10
84 499 41
84 511 33
84 517 52
84 546 3
84 551 3
84 602 2
84 611 31
84 625 15
84 630 2
84 663 32
84 675 0
84 699 48
84 719 14
84 720 37
84 775 41
84 780 32
84 828 52
84 837 48
84 845 1
84 893 39
84 918 51
84 924 20
84 965 53
84 981 12
84 997 25
85 10 15
85 36 47
85 41 22
85 78 47
85 84 0
85 118 44
85 123 10
85 127 47
85 128 47
85 139 30
85 151 3
85 174 39
85 211 23
85 237 33
85 259 40
85 290 6
85 344 31
85 390 53
85 391 5
85 420 0
85 441 15
85 458 15
85 471 40
85 479 20
85 483 38
85 540 36
85 566 54
85 579 0
85 581 11
85 588 42
85 609 27
85 628 11
85 675 43
85 699 25
85 726 7
85 767 24
85 769 40
85 774 14
85 788 56
85 802 38
85 824 33
85 830 51
85 838 22
85 897 26
85 904 52
85 946 33
85 967 33
85 969 20
85 992 48
86 51 48
86 61 2
86 77 35
86 85 36
86 111 51
86 115 5
86 127 16
86 130 8
86 149 30
86 181 36
86 203 21
86 228 0
86 230 14
86 265 10
86 284 43
86 294 17
86 295 35
86 297 29
86 306 51
86 332 26
86 335 9
86 342 16
86 349 14
86 363 24
86 376 38
86 388 12
86 496 50
86 502 22
86 512 30
86 590 47
86 637 32
86 688 42
86 697 32
86 714 37
86 724 40
86 752 47
86 761 29
86 783 39
86 810 16
86 836 23
86 862 51
86 885 16
86 898 29
86 961 32
87 54 13
87 58 0
87 95 39
87 218 14
87 221 49
87 222 32
87 228 6
87 250 30
87 279 4
87 284 36
87 292 3
87 332 0
87 343 25
87 346 33
87 429 4
87 447 51
87 451 14
87 453 36
87 464 1
87 518 18
87 520 19
87 540 21
87 571 33
87 586 5
87 622 26
87 635 42
87 654 10
87 666 29
87 688 57
87 694 20
87 703 7
87 753 32
87 757 0
87 761 39
87 783 49
87 805 36
87 828 28
87 846 7
87 886 32
87 905 41
87 944 23
87 955 12
88 17 18
88 21 37
88 35 2
88 39 46
88 80 42
88 105 0
88 107 51
88 122 4
88 214 5
88 217 49
88 227 29
88 244 2
88 246 36
88 249 44
88 267 22
88 269 12
88 312 55
88 337 3
88 346 21
88 354 20
88 392 25
88 454 27
88 476 52
88 487 20
88 502 9
88 520 6
88 568 21
88 595 19
88 629 33
88 660 9
88 700 9
88 724 33
88 726 47
88 735 22
88 757 5
88 771 42
88 824 16
88 842 16
88 843 48
88 869 28
88 890 51
88 903 21
88 938 25
88 971 51
88 985 26
88 993 39
89 35 41
89 45 33
89 65 0
89 100 6
89 107 48
89 112 0
89 138 4
89 156 33
89 165 18
89 191 22
89 213 21
89 297 47
89 306 32
89 312 6
89 318 34
89 341 19
89 371 4
89 390 5
89 428 9
89 436 9
89 451 10
89 452 30
89 494 33
89 559 8
89 570 1
89 601 24
89 621 11
89 624 24
89 630 48
89 633 34
89 640 42
89 671 8
89 674 54
89 697 15
89 702 54
89 732 44
89 753 25
89 758 4
89 793 57
89 794 10
89 796 30
89 856 48
89 860 34
89 901 20
89 903 17
89 910 26
89 913 0
89 921 39
89 925 27
89 926 19
89 928 11
89 929 6
89 931 33
89 946 17
89 975 12
89 987 13
89 992 29
90 15 32
90 20 41
90 23 0
90 60 27
90 75 45
90 78 43
90 81 40
90 134 30
90 166 37
90 171 15
90 216 51
90 254 26
90 275 17
90 280 6
90 287 29
90 310 19
90 339 2
90 348 7
90 356 10
90 381 35
90 390 54
90 409 46
90 445 45
90 449 43
90 450 3
90 514 46
90 557 4
90 572 31
90 598 31
90 626 10
90 639 19
90 719 56
90 722 8
90 730 27
90 744 13
90 755 36
90 784 16
90 876 34
90 922 36
90 939 32
90 967 53
90 977 47
90 989 51
91 5 46
91 12 0
91 34 1
91 36 23
91 42 14
91 69 10
91 83 21
91 84 16
91 107 8
91 148 18
91 189 30
91 199 46
91 207 4
91 215 36
91 237 43
91 264 45
91 266 13
91 273 26
91 274 38
91 312 26
91 321 15
91 324 39
91 347 20
91 388 27
91 416 36
91 417 45
91 431 23
91 440 26
91 457 35
91 467 24
91 477 46
91 506 31
91 554 49
91 559 34
91 572 33
91 584 22
91 594 27
91 611 54
91 619 38
91 644 46
91 737 44
91 760 56
91 814 36
91 827 33
91 831 11
91 845 26
91 864 57
91 873 28
91 888 13
91 895 30
91 902 26
91 916 32
91 985 35
92 24 30
92 29 26
92 30 0
92 45 4
92 63 28
92 65 26
92 94 7
92 120 13
92 134 27
92 139 22
92 144 20
92 145 21
92 203 42
92 228 3
92 255 18
92 269 17
92 274 18
92 291 34
92 317 4
92 368 25
92 402 40
92 429 10
92 438 30
92 443 20
92 447 38
92 451 14
92 459 12
92 471 5
92 495 0
92 512 4
92 515 23
92 519 13
92 550 28
92 564 17
92 566 31
92 579 31
92 582 14
92 588 32
92 594 40
92 642 29
92 667 28
92 677 18
92 680 42
92 757 35
92 768 28
92 774 33
92 776 6
92 785 7
92 857 27
92 860 4
92 918 36
92 931 42
92 951 31
92 953 20
92 956 18
92 958 44
92 969 38
93 36 18
93 38 26
93 45 27
93 54 33
93 62 11
93 71 48
93 74 17
93 83 14
93 86 12
93 123 34
93 125 22
93 136 25
93 138 25
93 152 17
93 164 19
93 169 42
93 171 47
93 204 33
93 205 16
93 217 45
93 233 3
93 252 31
93 255 17
93 277 7
93 281 36
93 314 30
93 316 39
93 335 0
93 340 27
93 341 36
93 392 30
93 398 41
93 403 24
93 426 45
93 435 18
93 444 5
93 459 37
93 470 23
93 509 18
93 515 14
93 527 7
93 543 37
93 551 21
93 573 47
93 588 30
93 610 43
93 638 18
93 664 35
93 674 17
93 755 28
93 784 24
93 876 48
93 879 33
93 897 19
93 901 25
93 913 34
93 919 39
93 928 44
93 933 36
93 939 29
93 985 40
94 21 2
94 38 31
94 65 21
94 75 41
94 113 23
94 135 27
94 143 13
94 148 0
94 198 40
94 202 23
94 205 1
94 252 7
94 274 21
94 275 9
94 279 23
94 281 2
94 285 33
94 290 16
94 301 21
94 310 14
94 340 2
94 375 48
94 393 38
94 460 49
94 468 4
94 480 6
94 497 1
94 498 30
94 500 33
94 535 19
94 541 26
94 551 15
94 559 21
94 574 6
94 583 1
94 611 5
94 619 50
94 622 37
94 633 26
94 652 31
94 667 41
94 673 22
94 675 3
94 685 12
94 686 53
94 726 52
94 788 54
94 790 25
94 826 18
94 845 39
94 883 13
94 910 23
94 948 58
94 955 54
94 979 54
94 994 29
95 5 2
95 12 28
95 17 42
95 28 14
95 44 23
95 45 18
95 47 2
95 82 0
95 87 30
95 89 19
95 91 0
95 104 31
95 109 47
95 147 11
95 151 44
95 160 11
95 168 9
95 181 9
95 247 11
95 249 27
95 269 17
95 292 17
95 298 20
95 316 0
